ID,Overspeed,Highspeedbrake,Harshacceleration,Harshdeceleration,Kilo,Fuel,Brakes,Range,Speed,RPM,Accelerator pedal position,Engine fuel rate,ID,Date,Overspeed,Highspeedbrake,Harshacceleration,Harshdeceleration,Kilo,Fuel,Brakes,Range,Speed,RPM,Accelerator pedal position,Engine fuel rate
14807428520,0,0,73,68,703.43,302.94,1472.5,0.32069761,18.70629503,1015.734353,20.63603604,9.933226648,10020443668,2018/7/6,0,0,60,45,359.71,175.12,472,0.679156315,28.10482919,935.8614458,21.76648412,13.08504929
14807428583,0,0,111,126,1677.69,385.18,1117,6.265259841,32.95535714,1038.251333,18.27974414,8.348054371,10020443668,2018/7/7,0,1,59,40,274.85,117.99,496,0.679765166,24.83043981,932.6833898,18.67823729,10.89559322
14807428614,0,26,114,126,2510.35,771.83,1529,13.78281352,49.92873764,964.5695527,19.77526262,15.9132921,10020443668,2018/7/8,0,0,0,0,275.36,161.43,598,0.721237711,24.96632488,988.225361,24.60489642,14.66158192
14807428634,0,3,137,137,383.49,88.71,879,0.479774395,23.27139742,1380.872703,28.43755429,7.941830939,10020443670,2018/7/3,0,0,28,40,167.02,61.36,152,0.881940409,25.69276573,965.6652661,16.71372549,10.67521008
14807428782,0,1,102,112,261.63,49.12,216,0.641321893,23.24564373,1565.924852,31.22085308,7.614733728,10020443670,2018/7/4,0,0,59,44,203.93,79.6,240,0.910750053,19.96197674,854.6595745,12.34609929,8.33680063
14807428829,41,21,163,138,1089.46,242.2,372,7.798584616,36.66769777,1619.629533,39.2856127,10.16174449,10020443670,2018/7/5,0,0,28,28,213.64,62.08,163,1.292166331,25.59537553,918.9013158,12.73117409,7.786892713
14807428926,6,0,60,70,483.32,92.34,199,3.982878102,27.81033821,1416.400672,33.25864578,9.481925014,10020443670,2018/7/6,0,0,12,16,190.3,59.07,142,0.874266955,30.01260819,976.4652568,18.00362538,11.28436556
14807428944,120,20,251,249,1260.57,169.34,805,0.890035613,41.09632442,1524.801589,33.37787025,5.782920371,10020443670,2018/7/7,0,1,5,8,181.95,54.17,174,0.87566871,30.96487406,975.1770671,16.09297972,9.999687988
14807430017,0,0,239,207,448.56,46.99,1161,0.77596802,24.41903783,1356.049821,22.20489953,3.080966144,10020443670,2018/7/8,0,0,0,0,0,0,0,0.000564454,0,0,0,0
14807431761,0,0,184,166,565.27,49.24,660,0.774009331,23.30328368,1173.966646,17.35299878,2.610235618,10020443871,2018/7/3,3,11,159,157,422.91,188.09,924,0.913155996,25.85848941,895.8518389,24.21197898,11.77858144
14807432048,63,326,187,173,2764.39,1042.22,3138,8.820856021,49.18127204,1160.787044,25.96947286,19.23166798,10020443871,2018/7/4,1,12,223,233,768.84,295,1931,0.847788476,36.82563995,923.0027363,24.81074627,12.46692786
14807433366,0,0,26,22,1867.81,611.42,301,10.91863513,33.80683952,960.9559945,20.51032571,12.9046431,10020443871,2018/7/5,0,0,61,53,232.18,107.87,690.5,0.692091399,19.93702703,813.761883,18.4250457,8.786334552
14807435978,34,43,44,56,2508.07,470.47,795,1.607078197,51.70866895,1053.325775,27.70786092,11.11389834,10020443871,2018/7/6,0,6,117,131,442.07,182.65,1145,0.816098188,29.29367986,850.2227513,19.00783069,9.8564903
14807435979,0,0,22,34,612.13,102.72,648,0.747980449,24.96820153,899.3257042,16,6.460865191,10020443871,2018/7/7,1,8,187,173,517.31,229.9,1430.5,0.818862731,30.25177024,894.8053479,24.71224842,11.96815699
14807435981,0,1,22,19,651.26,122.11,314,5.41944272,31.43802251,992.3553957,25.90676259,10.85579137,10020443871,2018/7/8,0,3,152,166,428.21,188.22,1210,0.819056674,27.90189676,844.5062424,20.07953715,10.11487515
14807435984,0,7,242,492,3070.94,593.4,840,1.920183614,53.7455947,1073.383772,29.66563317,11.87818204,10020444142,2018/7/3,0,8,20,31,343.16,110.5,796,1.873830462,40.51643382,1036.552747,25.92307692,16.95846154
14807435985,0,0,185,283,1536.49,273.64,275,1.921835968,49.07399696,1061.371456,27.43655937,10.89557131,10020444142,2018/7/4,15,26,27,24,341.89,106.05,565,1.927345126,39.32740469,990.9392566,22.76228468,15.57769719
14807435990,0,0,10,8,26.43,12.07,78.5,0.064380154,2.766376997,777.1496732,5.488627451,2.949673203,10020444142,2018/7/5,0,15,27,34,551.6,165.4,944,1.978017647,46.66628466,1075.181005,25.12401927,16.32832072
14807435995,3,3,8,8,3.73,265.49,6,0.630560741,0.297121543,854.6215417,15.67729673,7.155670539,10020444142,2018/7/6,315,160,68,66,930.11,320.56,1745,6.715929472,61.88169527,1246.627897,33.63297683,21.24788324
14807435997,0,3,101,203,2069.66,338,683,2.241012681,50.59256156,1024.485794,24.84878088,9.987848677,10020444142,2018/7/7,0,0,19,15,141.92,37.67,483,0.29506639,23.08487395,837.4827044,12.44654088,8.616116352
14807436001,0,0,46,39,756.15,209.23,1864,0.054373256,7.950229982,761.2408215,4.439626755,2.725835005,10020444142,2018/7/8,0,0,0,0,196.64,80.95,830,1.045458785,25.41535032,944.1920089,25.41576027,14.76109878
14807437213,3,26,54,63,2707.67,482.73,942,13.92896093,47.77008761,1030.365329,25.23852327,9.854927769,10020444209,2018/7/3,0,0,13,19,414.39,100.47,52,2.177033848,32.0982196,891.989339,11.88372424,8.952878465
14807437257,67,223,66,75,4789.52,932.47,2067,13.46217177,61.76586326,1150.619069,32.69215923,12.76808906,10020444209,2018/7/4,0,0,59,38,592.76,159.84,300,4.011700255,32.50263376,898.6252714,12.88215371,9.506882327
14807437514,0,0,37,38,1722.55,291.35,1455,0.9441531,42.86294898,960.2993189,21.10620287,8.860909754,10020444209,2018/7/5,0,0,5,9,151.02,43.68,15,1.005221141,23.40437192,870.5565068,13.34931507,10.01729452
14807437521,0,34,104,108,4467.19,1152.08,907,5.745547782,61.58339703,963.5418658,15.43686007,16.34682025,10020444209,2018/7/6,0,0,12,18,665.97,190.58,28,4.172207023,40.15413022,967.9450941,16.23385867,12.02684291
14807437547,0,67,75,85,4522.22,1186.13,993,5.74638106,63.15562241,978.8982682,16.094598,16.96454295,10020444209,2018/7/7,0,0,9,15,86.76,33.4,16,0.587436263,12.92696677,756.3205882,9.301176471,7.112794118
14807437565,115,236,134,131,6838.22,1683.78,1271,16.83878258,67.10584184,997.6490355,13.39687691,16.7663962,10020444209,2018/7/8,0,0,16,7,549.76,168.32,202,3.942670035,31.37692548,875.8282689,13.97642726,9.896270718
14807437755,6,12,34,36,2467.63,660.96,409,2.884127885,54.18991108,918.1875241,16.761263,15.93944936,10020444473,2018/7/3,0,0,41,52,768.83,238.38,1010,5.399527324,40.13764635,932.292144,19.28428805,12.84697218
14807437811,0,37,57,64,5287.38,1482.35,1947,12.08538819,59.63921597,945.9881009,18.49893285,17.0593871,10020444473,2018/7/4,0,0,38,35,470.15,113.33,918,3.420649054,32.0953304,805.2018153,10.99519487,8.328083289
14807437869,14,118,54,50,5442.69,1307.56,841,14.78646219,62.99037767,963.9580855,16.83111489,15.18163882,10020444473,2018/7/5,0,0,13,11,237.86,77.4,473.5,1.438010383,24.76907042,785.7315027,13.26071701,8.594393593
14807437969,5,662,214,192,6593.55,1820.14,2999,15.04318491,65.51797196,1024.095286,19.50883122,17.03716556,10020444473,2018/7/6,0,0,14,18,220.8,67.85,402.5,1.388858822,32.46348837,876.2792281,19.01475596,11.51401816
14807437998,7,31,40,42,2619.64,792.24,516,20.14909857,60.23127547,1035.276414,23.73643927,21.38419301,10020444473,2018/7/7,0,0,0,0,30.59,8.42,85.5,0.234877982,11.63011601,706.6135266,8.597101449,6.648550725
14807438100,2,15,66,86,3222.29,465.03,1876,2.18027552,44.79385188,924.1425749,15.59707784,7.083077844,10020444473,2018/7/8,0,0,0,0,313.37,82.16,899,1.805725081,31.70703408,827.3291977,13.3872622,9.014350703
14807438113,56,12,26,26,2488.76,430.05,690,3.500686667,46.40850061,920.9593678,22.16213174,8.959400861,10020444636,2018/7/3,0,5,24,23,299.7,104.34,534.5,1.329863522,32.85823427,1020.911579,21.34442105,14.17221053
14807438254,0,3,54,51,4152.2,685.08,873,5.301233036,59.06353479,1119.069917,28.65422562,10.94783301,10020444636,2018/7/4,0,1,33,16,290.15,95.47,592,1.772347784,28.1819541,924.7893462,15.2574657,10.49806295
14807438265,22,42,8,7,2457.13,446.9,870,3.53056325,46.90049627,988.3029185,23.26185844,9.313342838,10020444636,2018/7/5,1,9,49,38,447.79,182.2,1135.5,2.603887141,31.95759308,964.8694158,22.34753723,14.33150057
14807438345,0,3,14,18,1483.94,305.49,762,2.244082996,42.63067545,971.8042772,28.75625338,10.17723335,10020444636,2018/7/6,0,0,36,21,231.73,78.25,572.5,0.95625204,24.98573132,915.2132653,17.6555102,11.55112245
14807438398,1,4,75,64,4852.35,978.59,1089,5.970508674,54.07363116,852.0456345,12.47927588,11.34312182,10020444636,2018/7/7,3,2,10,16,370,132.24,803.5,2.155732975,34.05807253,1004.373408,23.03152866,14.78144904
14807440384,0,29,81,86,5751.29,1327.77,1294,7.351854167,63.05502158,1002.045794,16.87595325,15.59696302,10020444636,2018/7/8,0,0,0,0,154.17,48.73,395,1.129615841,22.21940239,853.7487245,13.47040816,9.575
14807440395,15,109,55,64,5014.34,1164.67,1337,14.78608608,59.30669167,835.9704786,15.0328665,14.23685642,10020445034,2018/7/3,0,0,62,76,338.93,119.1,683,1.851702549,30.33844212,866.9731034,18.61213793,10.28606897
14807441127,0,0,135,129,497.03,282.02,1319.5,0.234506823,13.2889692,928.2646949,19.12437289,9.366613628,10020445034,2018/7/4,0,0,28,45,224.56,85.99,353,1.773796701,26.03804899,850.8246512,18.15404651,9.934465116
14807441256,0,0,173,146,581.98,235.15,1564,0.236927453,19.22220249,945.0537694,15.147051,7.484911308,10020445034,2018/7/5,0,0,50,45,321.24,119.97,582,2.030018917,28.01508442,896.348332,20.92102405,11.54379364
14807442456,3,148,130,136,3073.44,1118.89,1369,9.569370049,50.32688038,1002.195205,21.34162106,17.57839458,10020445034,2018/7/6,0,0,35,27,165.07,59.21,238,1.132587713,21.52708597,819.9934066,14.96791209,8.483021978
14807442682,0,0,267,231,1128.22,506.55,2561.5,0.373156804,24.2963682,1014.610476,23.1023746,11.20044444,10020445034,2018/7/7,0,0,2,0,313.06,118.21,498,1.663281004,29.93025608,830.3287815,18.1929972,10.15353641
14807442855,0,0,42,33,174.93,79.54,432,0.254231833,12.30785947,1227.387769,19.94774149,9.78818624,10020445034,2018/7/8,0,0,0,0,241.18,97.38,335,1.766398726,23.95963839,802.7956903,17.96679968,9.946288907
14807442871,0,0,440,349,703.91,339.93,11,0.966377421,26.65659038,1282.395179,34.26434978,14.77661855,10020445238,2018/7/3,0,0,24,26,108.88,26.37,267.5,0.454985859,21.25408768,908.6627737,10.56759124,6.571386861
14807442873,3,3,116,107,1333.91,355.53,2026,4.275422032,32.09389497,1008.542244,22.68642659,10.37856648,10020445238,2018/7/4,0,0,1,3,16.95,6.54,50.5,0.0618598,6.203922902,635.9786477,4.807117438,3.532384342
14807442886,0,0,263,275,546.19,283.25,2159,0.186125572,22.99858457,1073.014434,28.30744249,13.91592242,10020445238,2018/7/5,0,0,1,1,16.39,7.08,60.5,0.06230054,5.032647059,603.4419476,3.706367041,3.541385768
14807443107,0,26,119,121,3453.11,605.77,616,7.026578208,64.25194634,1323.503498,32.40132013,11.7210231,10020445238,2018/7/6,0,0,0,0,0,0,0,0.000473862,0,0,0,0
14807443253,16,1,426,402,879.99,487.93,3070,0.081623152,19.0675709,1296.217475,19.88539346,9.684542504,10020445238,2018/7/7,0,0,0,0,0.08,0.14,0,0.000825073,0.047783019,383.8888889,0.488888889,1.566666667
14807443303,2,22,154,144,2485.72,576,1479,12.47988382,47.49654892,1249.288909,23.93877304,12.12654125,10020445238,2018/7/8,0,0,0,0,0.87,1.57,9.5,0.002338624,0.454455128,453.6893939,0.557575758,1.633712121
14807443315,0,0,315,293,1591.35,479.91,3223.5,1.055335736,36.54673646,1419.573547,24.5485769,10.97895838,10020445261,2018/7/3,0,0,36,34,103.46,43.76,419.5,0.493979764,16.99286932,882.0588235,11.85066026,9.068367347
14807443334,0,0,0,1,17.14,10.25,51.5,0.026795068,1.164414414,530.073494,5.136385542,3.128795181,10020445261,2018/7/4,7,5,100,112,673.63,231.14,1223,2.961745233,35.82876392,987.7656432,17.4474932,12.75829771
14807443570,25,81,155,153,5231.81,1018.68,1430,13.28982629,61.59981119,1181.683693,31.21554783,12.60845985,10020445261,2018/7/5,0,1,37,27,200.37,66.23,446,1.266432272,28.95617211,980.4774775,17.32303732,12.4488417
14807443646,5,15,84,78,5824.02,1353.84,775,7.351928171,62.75961987,968.8886803,17.06420124,15.59902384,10020445261,2018/7/6,0,0,26,22,84.44,33.85,279.5,0.620346421,15.8297479,789.2123177,10.30729335,8.095380875
14807443739,7,2,51,52,3400.16,536.82,847,6.833754389,55.16424776,997.0340958,24.04401332,9.737671927,10020445261,2018/7/7,0,3,43,44,385.56,121.4,634,2.917584115,35.10310368,1000.856822,16.96311844,12.50086207
14807443795,45,10,22,25,998.77,203.01,1250,0.99340545,23.16271186,800.9920408,12.24114286,5.476020408,10020445261,2018/7/8,45,19,50,61,424.34,142.12,1032,3.330885029,45.28204067,1107.323176,22.68067362,16.64530874
14807444695,153,942,283,314,6107.78,2018.37,5187,15.01715773,63.74149311,1005.48641,23.92967188,19.52381355,10020445409,2018/7/3,0,0,0,1,2.46,1.41,11,6.173141512,0.912888889,395.1666667,1.621212121,1.474242424
14807444765,17,29,53,39,1439.24,486.53,375,9.862542241,36.65312998,813.4198603,16.57150116,13.28062672,10020445409,2018/7/4,0,0,52,42,221.11,71.58,500,1.114573426,19.55705322,838.9190119,11.44840525,6.166729206
14807444804,25,30,103,128,6226.7,1507.7,839,10.26048458,67.030188,1013.784697,18.86354269,16.91742227,10020445409,2018/7/5,0,0,53,56,341.81,111.7,414,2.19774767,30.1112677,914.6322853,21.58128834,11.28082822
14807445098,56,192,195,154,5831.72,1526.09,2322,7.345438744,62.97304396,976.3687662,17.66806995,15.88053756,10020445409,2018/7/6,0,0,3,4,429.2,119.37,371,3.600656516,33.08781759,909.1288969,16.92494005,9.421972422
14807445952,0,2,18,22,852.55,153.32,820,0.610817322,23.89458589,777.319242,11.19862179,5.323853697,10020445409,2018/7/7,0,0,0,0,109.28,29.89,82,0.92241233,17.92362757,778.5900974,11.17272727,6.480032468
14807445978,5,7,103,117,3621.83,586.74,521,5.055466223,57.22667775,1133.1265,27.03622299,10.42125233,10020445409,2018/7/8,0,0,0,0,0,0,0,0.000270174,0,0,0,0
14807446014,79,130,137,140,5194.52,1032.08,1251,12.69254603,67.83694866,1278.399419,34.02325581,13.87425388,10020445514,2018/7/3,23,18,34,32,696.8,193.73,669,2.691151927,47.14807307,1074.156533,26.45376,14.37709333
14898834668,1,4,77,79,332.47,73.49,659,0.92858673,20.87371047,1446.039981,27.59944212,7.337680149,10020445514,2018/7/4,22,3,11,12,405.15,111.69,529,2.696682132,37.12471063,964.5762264,20.70369811,11.04132075
,,,,,,,,,,,,,10020445514,2018/7/5,0,0,11,13,264.69,73.77,195,1.696830947,25.72829691,908.7712533,15.55021911,8.564373357
,,,,,,,,,,,,,10020445514,2018/7/6,10,6,37,42,580.34,176.41,630,3.442471239,37.26861395,1006.889601,20.84159685,12.19019221
,,,,,,,,,,,,,10020445514,2018/7/7,26,10,1,5,745.37,247.66,504,4.288464494,49.51735109,1114.66624,27.10594262,17.32138832
,,,,,,,,,,,,,10020445514,2018/7/8,51,18,0,0,578.65,163.14,461,3.608029889,40.78341367,1045.05953,20.83181591,12.0349925
,,,,,,,,,,,,,10020445602,2018/7/3,0,0,19,28,87.77,23.66,197,0.45462792,14.71601149,812.7316239,10.21264957,5.472905983
,,,,,,,,,,,,,10020445602,2018/7/4,0,0,0,0,0,0.59,0,0.000362112,0,459.0597015,0,1.036567164
,,,,,,,,,,,,,10020445602,2018/7/5,0,0,1,4,29.7,9.48,73,0.143466478,6.750499168,762.0505837,6.740856031,4.39922179
,,,,,,,,,,,,,10020445602,2018/7/6,1,1,47,43,263.24,80.88,610,2.071553879,28.6417611,936.545954,17.75064935,10.24445554
,,,,,,,,,,,,,10020445602,2018/7/7,0,0,117,112,850.05,220.81,1439,3.775332761,41.34024593,986.7179441,19.02120344,10.46601003
,,,,,,,,,,,,,10020445602,2018/7/8,0,0,0,0,297.01,66.92,582,1.682578438,26.0413599,793.1387632,11.58371041,6.161576169
,,,,,,,,,,,,,10020445606,2018/7/3,0,0,5,6,15.35,4.83,43,0.107976376,4.94170297,511.4009434,3.830188679,3.617688679
,,,,,,,,,,,,,10020445606,2018/7/4,0,0,1,0,1,1.21,3,0.005782523,0.300608899,370.6904762,1.00952381,1.988095238
,,,,,,,,,,,,,10020445606,2018/7/5,0,0,12,13,256.72,75.56,598,1.8544155,33.77612403,1028.86747,16.46639893,11.90113788
,,,,,,,,,,,,,10020445606,2018/7/6,0,0,6,6,113.28,32.6,265,0.607562739,18.66519676,800.727955,10.14108818,7.353095685
,,,,,,,,,,,,,10020445606,2018/7/7,0,0,0,0,0,0,0,0.000267301,0,0,0,0
,,,,,,,,,,,,,10020445606,2018/7/8,0,0,0,0,16.5,8.05,90.5,0.017364325,3.634847095,593.5755627,3.11511254,3.21318328
,,,,,,,,,,,,,10020447429,2018/7/3,2,0,27,35,134.31,35.83,253,0.950595486,22.21619195,1051.866261,16.04316109,9.972112462
,,,,,,,,,,,,,10020447429,2018/7/4,2,1,24,15,182.34,57.39,387,1.23799121,24.17182049,1077.583732,17.15645933,11.12643541
,,,,,,,,,,,,,10020447429,2018/7/5,0,0,19,16,109.12,30.07,283,0.292109046,17.40197355,973.7384868,12.38486842,7.999342105
,,,,,,,,,,,,,10020447429,2018/7/6,1,8,60,47,409.84,136.43,848,2.771237266,38.70173656,1189.473366,22.85084746,14.53002421
,,,,,,,,,,,,,10020447429,2018/7/7,0,1,0,0,288.49,86.09,856,0.995206954,32.84836101,1054.221429,18.33892857,11.87254464
,,,,,,,,,,,,,10020447429,2018/7/8,0,0,0,0,2.62,1.46,6,0.022661791,0.619034749,626.4594595,4.443243243,4.097297297
,,,,,,,,,,,,,10021048785,2018/7/3,0,2,71,88,631.51,226.53,1566,2.686047424,33.49757371,1028.511351,16.42738739,10.94077477
,,,,,,,,,,,,,10021048785,2018/7/4,0,3,52,56,652.83,194.84,1473,2.158751808,35.775,970.5171875,16.721875,10.98960938
,,,,,,,,,,,,,10021048785,2018/7/5,3,22,86,63,801.6,250.56,1330,3.648386135,42.07752504,1034.130561,19.24831826,12.61500904
,,,,,,,,,,,,,10021048785,2018/7/6,0,1,106,107,753.72,252.5,1940,2.242226456,35.61148104,1006.158802,17.13877798,11.1869026
,,,,,,,,,,,,,10021048785,2018/7/7,0,6,93,95,685.65,252.72,1927,2.234592787,33.8289582,1040.65257,18.20767729,11.8414769
,,,,,,,,,,,,,10021048785,2018/7/8,0,3,35,38,449.57,150.29,1007,2.235657228,28.20887516,895.0676265,13.42687609,9.239790576
,,,,,,,,,,,,,10021049637,2018/7/3,1,4,69,60,874.73,333.61,1084,7.054337975,43.61862889,1154.207128,27.00381087,17.07436486
,,,,,,,,,,,,,10021049637,2018/7/4,0,0,33,32,367.65,164.02,634,2.557398725,26.17772296,928.6641902,19.15502724,12.11084695
,,,,,,,,,,,,,10021049637,2018/7/5,0,0,12,5,246.94,80.03,195,0.832168011,30.65681391,925.8499452,17.18948521,12.25005476
,,,,,,,,,,,,,10021049637,2018/7/6,0,2,44,27,383.63,179.95,363,3.475336231,43.61076573,1207.440415,39.88290155,25.14663212
,,,,,,,,,,,,,10021049637,2018/7/7,3,8,34,47,605.93,216.1,856,4.434453661,41.1292297,1157.255299,23.83872832,15.24564066
,,,,,,,,,,,,,10021049637,2018/7/8,0,0,33,37,608.1,232.13,1030,2.829089464,32.55791465,1039.268143,19.52554326,12.75211152
,,,,,,,,,,,,,14705563154,2018/7/3,0,4,11,17,819.01,197.93,207,5.842616142,63.00744654,944.6207124,5.233509235,15.93423483
,,,,,,,,,,,,,14705563154,2018/7/4,0,14,12,13,815.08,220.89,204,5.839041163,62.48403596,937.4974194,8.069677419,17.35270968
,,,,,,,,,,,,,14705563154,2018/7/5,0,2,14,14,815.6,208.2,215,5.842877046,57.08588681,918.6755609,4.793935719,15.09639175
,,,,,,,,,,,,,14705563154,2018/7/6,0,3,9,11,817.37,250.25,177,5.838405731,64.37392535,963.1222973,10.15351351,20.12939189
,,,,,,,,,,,,,14705563154,2018/7/7,0,0,4,3,822.1,198.28,188,5.842883278,62.73636481,954.6877982,5.470211316,15.98104976
,,,,,,,,,,,,,14705563154,2018/7/8,0,1,7,8,812.71,229.11,187,5.839072559,64.13614749,928.5791202,9.126723572,18.20948785
,,,,,,,,,,,,,14710503728,2018/7/3,0,0,1,4,131.28,23.55,68,0.517638846,21.45079787,807.6624365,12.11032149,5.450930626
,,,,,,,,,,,,,14710503728,2018/7/4,0,0,2,2,135.46,23.84,111,0.530047512,20.86299616,741.3740095,11.03011094,4.953882726
,,,,,,,,,,,,,14710503728,2018/7/5,0,1,4,8,131.48,25.82,129,0.517812817,22.19245774,791.3499171,13.67230514,6.104560531
,,,,,,,,,,,,,14710503728,2018/7/6,0,0,6,4,131.28,25.28,117,0.518043864,23.57916667,790.5255282,13.20352113,5.904665493
,,,,,,,,,,,,,14710503728,2018/7/7,0,0,2,5,212.53,38,168,1.349659102,31.72738386,933.6656627,18.41626506,7.395406627
,,,,,,,,,,,,,14710503728,2018/7/8,0,1,2,1,176.77,29.14,163,1.247366454,29.84016393,920.1563545,15.2735786,6.248327759
,,,,,,,,,,,,,14710509797,2018/7/3,0,17,60,55,0,0,203,10.23623534,68.87226186,969.3593005,18.84022258,17.08044515
,,,,,,,,,,,,,14710509797,2018/7/4,0,3,42,39,798.7,181.3,100,7.597136978,64.19425014,974.7832423,17.0188221,14.76432908
,,,,,,,,,,,,,14710509797,2018/7/5,0,15,41,41,0,0,231,10.2360365,68.16001604,967.704065,18.4304065,16.72493902
,,,,,,,,,,,,,14710509797,2018/7/6,0,2,20,36,841.71,190.28,142,7.967472027,63.47136095,944.7354205,16.08643339,14.14665439
,,,,,,,,,,,,,14710509797,2018/7/7,0,30,56,55,0,0,204,10.2361093,68.28875,963.0973488,18.27323944,16.40180199
,,,,,,,,,,,,,14710509797,2018/7/8,0,2,9,17,852.35,221.54,132,8.001793206,60.57947635,946.6633835,17.08180765,15.76263036
,,,,,,,,,,,,,14806280523,2018/7/3,0,0,9,15,126.37,37.2,77,0.427762991,20.08626214,770.0670641,6.864977645,7.479061103
,,,,,,,,,,,,,14806280523,2018/7/4,0,0,0,0,0.1,1.5,0,0.000991994,0.07896679,528.85,0.005,2.7375
,,,,,,,,,,,,,14806280523,2018/7/5,27,31,24,19,1378.44,393.64,215,10.32672452,69.80681726,975.7266749,21.86370736,19.81196054
,,,,,,,,,,,,,14806280523,2018/7/6,0,0,3,7,229.1,63.41,150,1.15937639,34.57758577,851.4711388,13.28861154,12.57269891
,,,,,,,,,,,,,14806280523,2018/7/7,0,0,4,6,33.48,9.53,58,0.217856604,11.75691211,772.1271186,5.811864407,5.674152542
,,,,,,,,,,,,,14806280523,2018/7/8,10,31,15,14,1225.67,386.91,186,9.426561356,63.8916423,966.1069727,21.96119532,20.19766133
,,,,,,,,,,,,,14806280702,2018/7/3,0,2,8,13,239.87,83.24,57,0.088121114,39.52164721,940.5631399,19.02662116,16.92380546
,,,,,,,,,,,,,14806280702,2018/7/4,1,5,23,13,793.97,248.7,151,7.581596201,61.88043424,1020.35461,21.60490006,19.19509994
,,,,,,,,,,,,,14806280702,2018/7/5,0,0,0,0,0.27,3.52,3.5,0.001967191,0.090691489,447.4816754,0,2.381151832
,,,,,,,,,,,,,14806280702,2018/7/6,6,18,37,43,1049.02,304.69,165,7.644304766,65.17496692,1020.559091,20.18181818,17.37145455
,,,,,,,,,,,,,14806280702,2018/7/7,2,1,17,12,376.89,132.19,80,3.036476893,45.9389096,951.4080522,19.70794342,17.46235038
,,,,,,,,,,,,,14806280702,2018/7/8,4,5,16,10,648.93,218.31,86,4.753265638,57.48311464,1015.403988,21.94298375,19.33279173
,,,,,,,,,,,,,14806280834,2018/7/3,0,0,13,7,16.06,7.29,59,0.050798298,6.134969574,531.896875,2.19875,3.1875
,,,,,,,,,,,,,14806280834,2018/7/4,27,0,15,11,350.58,115.93,51,2.965148642,48.06141684,1019.942065,21.39899244,18.06643577
,,,,,,,,,,,,,14806280834,2018/7/5,14,47,26,23,804.76,314.81,192,7.027546644,61.01925066,1100.945465,24.62237062,21.2049527
,,,,,,,,,,,,,14806280834,2018/7/6,0,16,13,16,409.09,168.36,120,3.40174527,45.28953985,975.3956969,20.99494855,18.51206735
,,,,,,,,,,,,,14806280834,2018/7/7,41,52,17,7,410.1,167.6,73,3.581617252,52.86613514,1101.17322,23.84102019,20.95626993
,,,,,,,,,,,,,14806280834,2018/7/8,12,38,39,44,848.38,319.06,286,3.461094882,54.55560424,1017.775244,20.06644951,17.71279665
,,,,,,,,,,,,,14806280837,2018/7/3,0,0,2,4,25.49,16.04,42,0.176682262,5.114072327,676.3176972,2.938166311,4.072814499
,,,,,,,,,,,,,14806280837,2018/7/4,30,169,62,50,1138.03,404.2,691,8.194289652,59.84639067,1076.640929,22.62029382,19.01807311
,,,,,,,,,,,,,14806280837,2018/7/5,0,0,1,0,5.31,13.3,13,0.024322906,0.932254197,601.3347953,0.498245614,2.315789474
,,,,,,,,,,,,,14806280837,2018/7/6,1,32,27,36,1120.46,404.32,363,8.029813455,63.65492408,1101.257448,25.85931525,22.16096043
,,,,,,,,,,,,,14806280837,2018/7/7,0,0,2,2,110.07,42.43,90,0.299775317,13.26162111,723.9427646,5.176241901,5.049676026
,,,,,,,,,,,,,14806280837,2018/7/8,7,47,31,28,1109.93,412.01,317,8.025606038,69.89887112,1165.925373,29.25429104,24.9478778
,,,,,,,,,,,,,14806281155,2018/7/3,0,0,9,6,71.75,28.58,60,0.41695436,14.87217188,766.8873874,8.305405405,8.146509009
,,,,,,,,,,,,,14806281155,2018/7/4,10,31,28,34,762.38,264.62,115,6.060780329,63.06938226,1108.028345,25.86315096,21.72356625
,,,,,,,,,,,,,14806281155,2018/7/5,4,9,34,37,790.88,240.34,151,6.081430619,53.13602076,1031.31072,19.85706888,16.46980839
,,,,,,,,,,,,,14806281155,2018/7/6,3,37,39,34,764.96,295.82,230,6.188968525,63.40790872,1119.705882,28.31593137,23.68042279
,,,,,,,,,,,,,14806281155,2018/7/7,1,7,2,4,180.17,56.86,57,1.45502173,37.98109649,978.281893,18.48395062,15.3404321
,,,,,,,,,,,,,14806281155,2018/7/8,8,44,41,40,1017.96,354.38,278,7.520421864,67.76378054,1129.396593,27.08547089,22.41859915
,,,,,,,,,,,,,14806290095,2018/7/3,23,13,82,68,834.46,304.49,365,3.317045999,49.96253614,1262.361867,35.98794475,18.42896609
,,,,,,,,,,,,,14806290095,2018/7/4,1,5,33,38,371.89,136,230,1.889730994,37.80523705,1179.154679,29.46388244,15.18433875
,,,,,,,,,,,,,14806290095,2018/7/5,18,13,83,78,861.98,314.49,462,3.34494755,44.0906669,1200.99007,31.36334495,16.1252439
,,,,,,,,,,,,,14806290095,2018/7/6,9,4,24,25,307.62,131.73,142,2.248020862,31.38681568,1026.241661,29.42938254,14.66398155
,,,,,,,,,,,,,14806290095,2018/7/7,0,0,10,11,366.96,93.77,47,2.989744103,50.47998964,1183.541327,28.24074505,14.44639115
,,,,,,,,,,,,,14806290095,2018/7/8,17,22,47,65,417.59,207.68,308,3.318518475,37.15085987,1208.039531,34.35463468,18.12025627
